ID	SEX	MUMID	TWIN	BIRTHYEAR	DEADAGE	DEADAGE.m	Jaw	Leg
5909	2	7140	0	22	0	5	66.12	50.43
8237	1	6214	0	18	0	11	99.09	72.85
278	1	692	0	6	0	12	100.28	NA
3998	1	2537	NA	25	1	NA	117.26	87.51
1986	2	465	0	23	0	12	106.17	80.04
9017	1	6271	NA	20	7	NA	127.09	81.93
3401	2	2935	NA	14	2	NA	118.5	79.65
4638	2	552	NA	20	1	NA	118.73	NA
771	2	5371	0	1	0	10	99.53	74.78
5950	1	7421	NA	21	2	NA	116.15	NA
1310	2	6477	NA	8	6	NA	121.62	82.89
3920	1	1226	0	1	0	11	91.34	67.55
6488	2	1674	0	24	0	11	100.6	72.15
1389	1	6768	1	13	0	11	96.61	71.57
3934	1	745	0	11	0	8	98.43	72.99
5766	2	3766	NA	21	2	NA	111.07	NA
6616	2	149	NA	4	2	NA	118.53	83.96
3938	2	4822	0	29	0	11	105.97	NA
6472	2	2330	0	27	0	12	96.87	68.6
1468	2	5479	0	11	0	10	101.87	71.88
4922	2	258	0	1	0	8	92.62	69.37
5920	1	4783	NA	4	9	NA	132.46	84.57
4308	2	5357	0	19	0	11	106.6	77.79
914	2	1783	0	6	0	11	100.59	73.8
510	2	7034	0	18	0	4	89.06	71.19
313	1	5818	0	22	0	11	102.54	74.62
7844	1	9017	1	6	0	12	97.99	NA
714	2	4049	0	29	0	12	95.93	NA
5267	2	5580	1	27	0	9	96.22	71.52
1223	2	4034	0	27	0	11	101.3	73.13
1755	2	1073	0	13	0	11	103.46	80.61
2974	1	7956	NA	2	9	NA	121.79	79.76
673	1	5312	0	1	0	9	98.04	71.79
382	1	3038	NA	12	6	NA	123.49	82.31
5330	2	7622	NA	27	3	NA	119.84	82.2
6984	1	2741	0	29	0	11	105	NA
6210	1	3994	1	12	0	9	85.58	62.64
945	1	2780	NA	2	3	NA	125.1	78.14
3416	1	8685	NA	14	7	NA	122.04	79.85
1372	1	43	NA	25	9	NA	110.32	76.7
3912	2	3832	NA	6	7	NA	131.09	90.83
8299	1	183	NA	7	1	NA	111.5	77
8838	2	6689	1	16	0	11	89.73	57.33
3185	2	6026	0	18	0	11	103.45	74.97
2350	1	2250	1	23	0	9	93.45	67.71
8766	2	7686	NA	21	2	NA	121.86	NA
6680	1	7760	1	13	0	11	97.23	72.39
1519	2	6159	1	12	0	9	87.62	68.42
4984	2	4903	NA	23	5	NA	127.24	82.01
5252	2	263	NA	26	7	NA	123.46	90.09
2062	1	7710	NA	6	10	NA	124.35	78.7
1412	1	1257	NA	18	4	NA	121.04	76.49
994	2	6653	0	7	0	11	109.36	NA
1338	2	5169	1	24	0	9	90.2	64.25
4021	2	9021	0	9	0	11	97.24	72.97
4549	2	1143	0	15	0	12	106.97	77.84
7151	1	8980	1	19	0	8	92.05	65.8
4713	1	5959	1	22	0	10	93.1	66.45
825	2	8877	0	11	0	10	99.84	74.66
6414	1	3754	NA	26	8	NA	122.52	71.16
7023	2	2515	NA	14	2	NA	120.2	84.65
7789	2	3994	NA	14	7	NA	123.22	74.26
1015	1	27	NA	2	6	NA	123.55	81.4
7510	1	5691	NA	2	9	NA	118.18	79.37
6242	2	1969	0	1	0	9	101.06	73.55
6304	2	5859	0	1	0	10	100.61	70.4
1800	2	2913	0	6	0	12	101.96	77.38
5960	1	8261	NA	8	6	NA	120.9	82.49
3834	1	5193	NA	5	5	NA	117.85	80.95
2627	2	5950	NA	20	1	NA	113.71	NA
4505	1	4306	0	11	0	11	100.4	79.23
4518	2	6849	1	11	0	10	93.96	64.9
8305	2	7027	0	12	0	11	98.97	69.61
1897	2	8079	0	24	0	11	96.53	69.57
3405	1	503	0	11	0	12	103.53	74.45
5033	1	1705	NA	9	4	NA	115.35	77.22
3774	1	7642	0	8	0	11	90.59	66.81
4132	2	8376	1	12	0	8	71.72	52.09
7905	2	8901	0	11	0	12	105.92	72.59
2562	1	7716	0	1	0	10	95.4	69.17
2028	2	6102	NA	5	2	NA	122.58	90.29
1895	2	3857	NA	26	7	NA	126.84	81.95
671	1	3867	0	11	0	11	99.13	73.42
1269	2	6110	NA	14	2	NA	125.25	81.5
5078	1	2975	0	9	0	11	92.7	63.37
7770	2	556	1	23	0	9	97.77	71.98
6846	1	916	NA	14	9	NA	122.2	79.61
1983	1	3270	NA	2	6	NA	118.2	76.55
4026	2	8341	0	11	0	11	105.49	77.82
483	1	7873	NA	19	1	NA	110.7	78.44
8395	2	6831	0	29	0	10	95.45	NA
4031	1	8108	NA	23	8	NA	122.25	79.7
7917	2	6516	1	12	0	8	93.96	69.34
7539	1	4252	1	27	0	12	96.32	72.79
901	1	6765	NA	23	8	NA	125.1	85
7134	2	2062	0	11	0	10	101.73	74.42
4837	2	3539	NA	14	2	NA	107.9	80.5
8123	1	6	1	19	0	10	92.3	62.17
8465	2	1372	NA	3	4	NA	116.24	77.39
5028	2	4871	NA	3	1	NA	113.38	82.1
6805	2	3644	0	29	0	11	103.57	NA
5122	2	4252	1	27	0	12	104.14	70.01
3106	2	8605	NA	12	7	NA	127.46	87.72
3965	1	3832	1	22	0	11	94.58	69.68
6282	1	7892	NA	3	8	NA	125.79	78.55
5997	1	5773	0	18	0	12	100.43	72.18
8	1	1529	1	23	0	12	99.19	72.52
5900	1	7908	NA	22	7	NA	121.34	80.62
9007	2	3879	1	9	0	12	93.84	67.64
4119	2	5110	0	19	0	11	102.13	72.89
2635	1	5928	NA	4	9	NA	127.72	82.03
428	2	4927	NA	26	1	NA	111.91	77.96
8302	1	7301	0	15	0	8	88.96	63.99
745	1	5675	NA	23	11	NA	124.67	83.08
6745	1	2633	1	6	0	11	88.49	NA
4748	2	7642	0	11	0	8	96.74	67.35
5479	1	3048	NA	6	7	NA	121.95	82.47
5818	1	5881	NA	2	6	NA	125.4	78.7
684	1	5818	1	24	0	8	95.3	67.85
2439	2	1568	0	2	0	9	97.48	NA
4236	2	2658	NA	26	1	NA	108.72	72.95
3015	1	2857	NA	6	7	NA	124.47	79.68
437	2	6027	NA	3	1	NA	120.59	81.87
6946	1	4000	NA	6	3	NA	104.68	75.61
8389	2	695	NA	20	1	NA	120.73	NA
4630	1	2780	1	22	0	1	58.16	51.33
3565	1	5675	NA	22	1	NA	114.58	84.51
965	1	995	NA	16	2	NA	117.31	75.54
4070	1	8082	0	24	0	10	101.96	77.84
2176	2	516	1	13	0	11	99.53	68.02
1926	2	6792	NA	25	5	NA	123.9	78.26
7303	2	4822	NA	3	4	NA	124.48	83.48
6911	2	4822	NA	20	1	NA	120.83	NA
3863	2	3840	1	12	0	9	95.2	70.21
784	1	8200	1	23	0	12	97.75	71.15
1860	1	6252	NA	16	8	NA	116.78	79.51
6140	2	7499	NA	6	2	NA	124.69	83.58
4002	2	3483	NA	13	5	NA	127.41	92.04
7898	1	4489	NA	4	9	NA	122.83	74.66
7525	1	2506	0	12	0	11	98.77	75.01
6214	1	5675	NA	6	3	NA	123.06	83.74
2133	2	2279	0	27	0	11	104.84	77.35
5126	2	1783	0	22	0	11	103.89	77.1
6332	1	2077	NA	13	3	NA	116.13	84.58
4886	1	5859	0	15	0	11	98.96	70.23
484	2	4626	0	23	0	12	100.05	70.16
7461	1	3785	NA	4	2	NA	107.31	74.2
6009	1	695	0	18	0	12	NA	73.82
1361	1	5108	0	16	0	12	91.83	62.74
296	2	4770	NA	14	2	NA	112.85	81.7
2440	1	772	0	15	0	11	100.35	77.54
5908	2	1074	0	11	0	10	101.7	70.7
3579	2	2656	NA	7	1	NA	116.4	80.8
1721	1	4739	0	9	0	12	106.11	80.24
696	2	8021	1	12	0	10	98.23	71.03
2036	2	7877	0	13	0	12	102.51	75.2
6531	2	2052	0	16	0	10	100.11	73.54
3144	2	311	0	1	0	10	90.23	61.86
5591	2	2843	1	18	0	10	98.96	69.5
1261	2	821	0	6	0	11	107.97	70
957	2	795	0	18	0	11	99.54	76.94
6286	2	2008	NA	4	2	NA	123.02	NA
8403	1	5169	NA	7	1	NA	108.5	74.2
6849	1	4836	NA	5	9	NA	124.65	82.7
4460	1	3027	1	29	0	10	89.72	NA
3329	1	7840	NA	22	1	NA	113.56	78.66
6810	1	8896	0	1	0	11	99.59	NA
1401	2	6477	NA	4	2	NA	116.93	81.87
40	2	2966	0	12	0	10	93.17	74.41
5437	2	8848	0	17	0	4	89.36	NA
7030	2	6232	NA	23	4	NA	123.61	84.11
6111	2	7929	NA	2	1	NA	107.58	74.66
169	2	8364	1	11	0	10	92.9	63.36
6285	1	3971	0	1	0	9	96.15	73.53
7304	2	5296	NA	4	2	NA	123.15	80.84
5099	1	3668	0	11	0	11	101.82	73.68
3159	1	3476	NA	9	4	NA	114.45	76.75
7673	2	3173	0	11	0	10	97.25	75.24
